index,prediction
54620,
54621,"145cm, 82 cm, 420m, 95cm, 240cm"
54622,13.8 inch
54623,13.8 inch
54624,13.8 inch
54625,
54626,"5.8 in, 15 cm"
54627,"5.8 in, 15 cm"
54628,
54629,
54630,
54631,"188mm, 7.4in, 55mm, 2.16in"
54632,"2cm, 6cm, 3inch"
54633,
54634,
54635,"10.2 in, 26 cm"
54636,"200mm, 60mm"
54637,"200mm, 60mm"
54638,"180cm, 172cm, 55cm"
54639,"6 cm, 54 cm, 45 cm, 45 cm"
54640,"0.62 inch, 1.42 inch, 0.37 inch"
54641,25mm
54642,25mm
54643,25mm
54644,"43cm, 16.9in, 13cm, 30cm, 5.1in, 11.8in"
54645,
54646,
54647,
54648,
54649,"9.0 in, 23.0 cm, 9.0 in, 23.0 cm"
54650,"7.5 cm, 10 cm"
54651,"7.5 cm, 10 cm"
54652,"7.08 in, 18 cm, 4.13 in, 10.5 cm"
54653,
54654,33.3cm
54655,"60 cm, 190 cm"
54656,"60 cm, 190 cm"
54657,"54cm, 21.25in, 22.04in, 54cm, 21.25in, 18cm, 08in, 2.55in, 12.5cm, 0.98in, 62cm, 2440in"
54658,"10cm, 16cm"
54659,"10cm, 16cm"
54660,"11cm, 9in, 3in"
54661,30mm
54662,30mm
54663,"31.5in, 80cm"
54664,"31.5in, 80cm"
54665,"1.6in, 8in, 22cm, 8.7in, 42cm, 12cm, 4.7in, 22cm, 8.7in, 42cm"
54666,"10.5cm, 4.1in"
54667,"10.5cm, 4.1in"
54668,"10.5cm, 4.1in"
54669,
54670,
54671,"31cm, 12.2in, 9cm, 454in"
54672,40cm
54673,40cm
54674,"85mm, 3.34in"
54675,"85mm, 3.34in"
54676,"91cm, 44cm, 5cm"
54677,"16 cm, 3.9 in, 10 cm"
54678,"16 cm, 3.9 in, 10 cm"
54679,"83mm, 62mm"
54680,"83mm, 62mm"
54681,"60 in, 122 in"
54682,"60 in, 122 in"
54683,"60 in, 122 in"
54684,"24mm, 25mm, 37mm"
54685,"1.5 in, 4 cm, 1.9 in, 5 cm"
54686,"1.5 in, 4 cm, 1.9 in, 5 cm"
54687,10kg
54688,"20inch, 50cm, 240cm, 280cm"
54689,"20inch, 50cm, 240cm, 280cm"
54690,"3.8cm, 35cm, 5cm"
54691,3cm
54692,3cm
54693,
54694,"7.75 inch, 9 inch"
54695,"7.75 inch, 9 inch"
54696,3 cm
54697,200w
54698,
54699,
54700,
54701,"277mm, 140mm"
54702,"277mm, 140mm"
54703,"214mm, 288mm"
54704,"214mm, 288mm"
54705,"11.5cm, 25cm"
54706,"11.5cm, 25cm"
54707,"3.9in, 7.2in"
54708,"3.9in, 7.2in"
54709,"19.7in, 39.4in"
54710,"19.7in, 39.4in"
54711,
54712,"18.9in, 48cm"
54713,"18.9in, 48cm"
54714,"9.07 in, 230.5 mm, 6.00 in, 152.5 mm, 7.39 in, 96.5 mm"
54715,"9.07 in, 230.5 mm, 6.00 in, 152.5 mm, 7.39 in, 96.5 mm"
54716,45cm
54717,45cm
54718,710mm
54719,05.8mm
54720,34cm
54721,34cm
54722,34cm
54723,
54724,
54725,10g
54726,"25cm, 9.84in"
54727,"25cm, 9.84in"
54728,"25cm, 9.84in"
54729,15cm
54730,
54731,
54732,"4.9 in, 12.5 cm, 3.3 in, 8.5 cm"
54733,"4.9 in, 12.5 cm, 3.3 in, 8.5 cm"
54734,"5 cm, 21 cm, 3 cm, 30 cm"
54735,"7 feet, 8 feet"
54736,"7 feet, 8 feet"
54737,
54738,11.5cm
54739,
54740,
54741,133mm
54742,133mm
54743,"30mm, 30mm, 31mm"
54744,"7 cm, 7 cm, 3 cm"
54745,
54746,
54747,700w
54748,700w
54749,"30mm, 1.18in, 60mm, 2.36in, 150mm, 5.9in, 36mm, 1.41in"
54750,"21cm, 8.26in"
54751,"21cm, 8.26in"
54752,
54753,
54754,"55lbs, 220lbs"
54755,"5 cm, 85 cm"
54756,"5 cm, 85 cm"
54757,"5 cm, 85 cm"
54758,"1.38 inch, 3.5 cm"
54759,3inch
54760,"22cm, 8.66in, 11cm, 4.33in"
54761,"22cm, 8.66in, 11cm, 4.33in"
54762,"48inch, 97inch"
54763,"22.3cm, 8.78in"
54764,"22.3cm, 8.78in"
54765,
54766,
54767,"50 cm, 83 cm"
54768,"50 cm, 83 cm"
54769,"117cm, 24cm, 5cm"
54770,
54771,
54772,
54773,
54774,
54775,55mm
54776,"6cm, 2.4in, 7.4cm, 2.9in, 6cm, 2.4in, 3.2cm, 1.3in, 14.7cm, 5.8in, 1in"
54777,
54778,
54779,
54780,"22cm, 6.5cm, 6.5cm"
54781,"2.95in, 6.5cm, 2.55in, 6.29in"
54782,5 feet
54783,5 feet
54784,5 feet
54785,660lb
54786,"10cm, 3.93in, 7.5cm, 2.95in"
54787,100cm
54788,100cm
54789,100cm
54790,
54791,"140mm, 5.5in"
54792,1.5m
54793,
54794,
54795,
54796,
54797,"14.8cm, 5.9inch, 0.2cm"
54798,"14.8cm, 5.9inch, 0.2cm"
54799,"38cm, 38cm, 38cm"
54800,"10.7cm, 4.21in, 7.2cm, 2.83in"
54801,"10.7cm, 4.21in, 7.2cm, 2.83in"
54802,
54803,"98mm, 14.3mm, 19mm, 103.5mm, 14.3mm, 26.5mm"
54804,
54805,"52mm, 52mm"
54806,"52mm, 52mm"
54807,"52mm, 52mm"
54808,"71cm, 49cm, 49cm, 14cm"
54809,"0.8cm, 50cm, 20in, 50cm, 20in"
54810,"0.8cm, 50cm, 20in, 50cm, 20in"
54811,"5.1 in, 13.0 cm, 5.9 in, 15.0 cm"
54812,"5.1 in, 13.0 cm, 5.9 in, 15.0 cm"
54813,"70.8inch, 180 cm, 70.8inch"
54814,"70.8inch, 180 cm, 70.8inch"
54815,"9.5cm, 3.74in, 95in, 7.5cm, 2.95in"
54816,"5 in, 8 in"
54817,"5 in, 8 in"
54818,"5 in, 8 in"
54819,
54820,
54821,
54822,25.8cm
54823,25.8cm
54824,25.8cm
54825,"34mm, 26mm, 3.3cm, 21mm, 23mm, 43mm, 14cm, 75mm, 59mm, 45mm, 72mm, 5.5cm, 11cm, 8mm"
54826,"63.7cm, 10.8cm"
54827,"63.7cm, 10.8cm"
54828,
54829,9.25in
54830,"35.5cm, 32 cm"
54831,24 inch
54832,24 inch
54833,
54834,"23.5cm, 12cm, 8cm"
54835,"12cm, 20cm, 12cm, 17cm"
54836,"6.88 in, 17.5 cm, 3.9 in, 10 cm"
54837,"6.88 in, 17.5 cm, 3.9 in, 10 cm"
54838,
54839,"52cm, 6cm, 2.4in, 52cm, 20.6inch, 15 m"
54840,"52cm, 6cm, 2.4in, 52cm, 20.6inch, 15 m"
54841,"23.6cm, 27cm"
54842,"3.2 inch, 2.7 inch"
54843,"3.2 inch, 2.7 inch"
54844,"260 mm, 400 mm, 430mm"
54845,"2 cm, 1cm, 1cm"
54846,"25 mm, 71 mm"
54847,"25 mm, 71 mm"
54848,"14cm, 21.8cm, 4cm, 21.8cm, 23.4cm"
54849,
54850,"8cm, 1.5cm"
54851,"8cm, 1.5cm"
54852,"8cm, 1.5cm"
54853,"12.5cm, 4.92in"
54854,"20.5cm, 8.07in, 7.5cm, 2.95in"
54855,"20.5cm, 8.07in, 7.5cm, 2.95in"
54856,"15cm, 9in"
54857,"15cm, 9in"
54858,4in
54859,
54860,
54861,
54862,150mm
54863,150mm
54864,70 cm
54865,
54866,12.5 inch
54867,"8 inch, 203 mm, 6 inch, 152 mm"
54868,"8 inch, 203 mm, 6 inch, 152 mm"
54869,"33cm, 17cm, 37cm"
54870,"4.7in, 5.9in, 9in"
54871,"6cm, 8cm, 78cm, 23cm, 15cm, 15cm"
54872,19cm
54873,
54874,
54875,
54876,"3mm, 25mm, 76mm, 76mm"
54877,"8.3in, 2.2 in, 4 in"
54878,"60cm, 120cm"
54879,3  cm
54880,"8in, 23cm"
54881,"90 cm, 90 cm, 120cm, 120 cm, 65 cm, 120 cm, 120 cm, 45 cm, 45 cm"
54882,"4.3 in, 11 cm, 10.2 in, 26 cm"
54883,
54884,
54885,
54886,
54887,
54888,
54889,3.5 in
54890,3.5 in
54891,
54892,
54893,"320mm, 250mm, 95mm"
54894,"4 mm, 1.25 inch, 3.2cm"
54895,"27cm, 10.63in, 12cm, 72in"
54896,
54897,
54898,
54899,
54900,
54901,9.05in
54902,
54903,"2.16in, 5.5 cm"
54904,"2.16in, 5.5 cm"
54905,
54906,
54907,"5 cm, 100 cm"
54908,"7cm, 25cm"
54909,"7cm, 25cm"
54910,16g
54911,
54912,
54913,"7cm, 2.8in"
54914,"7.7 in, 19.8 cm, 2.3 in, 6 cm"
54915,"7.7 in, 19.8 cm, 2.3 in, 6 cm"
54916,"24cm, 22cm"
54917,"24cm, 22cm"
54918,"12cm, 32cm, 36cm, 62cm"
54919,
54920,"10.7cm, 36cm, 8.3cm"
54921,
54922,
54923,"112cm, 55cm, 30cm"
54924,"12cm, 2cm, 8cm, 3cm"
54925,"0.8in, 1.57in, 7.3in, 6.3in"
54926,"0.8in, 1.57in, 7.3in, 6.3in"
54927,"129mm, 1035mm"
54928,"129mm, 1035mm"
54929,"36cm, 14.2in, 8cm, 3.1in"
54930,"36cm, 14.2in, 8cm, 3.1in"
54931,"13cm, 21cm, 7.5cm"
54932,"13cm, 21cm, 7.5cm"
54933,360mm
54934,"2.60inch, 6.6cm, 5.75inch, 14.6cm, 6.54inch, 18.90inch, 16.6cm, 48.2cm, 6.70inch, 17cm"
54935,"7.5 ft, 7.2 ft, 5.8 ft, 3.7 ft"
54936,"10.6cm, 4.2in"
54937,"10.6cm, 4.2in"
54938,"10.6cm, 4.2in"
54939,"9cm, 3.54in, 9cm, 3.54in, 6.3in, 14cm, 6.8cm, 2.68in, 6.8cm, 2.68in"
54940,"59inch, 4.52inch"
54941,"20cm, 7.87inch"
54942,"20cm, 7.87inch"
54943,6 in
54944,
54945,
54946,
54947,110 cm
54948,3cm
54949,3cm
54950,
54951,"11cm, 8.5cm, 7cm, 7.2cm, 9.3cm"
54952,
54953,0v
54954,0v
54955,12cm
54956,"45cm, 17.72in"
54957,"45cm, 17.72in"
54958,"45cm, 17.72in"
54959,
54960,
54961,"80cm, 250cm, 200cm"
54962,"3.94in, 6cm, 2.36in"
54963,"3.94in, 6cm, 2.36in"
54964,24cm
54965,24cm
54966,24cm
54967,"14.5 oz, 410g"
54968,"27 inch, 5 inch, 6.25 inch"
54969,"27 inch, 5 inch, 6.25 inch"
54970,"96mm, 69mm, 19mm"
54971,"30cm, 12cm, 41cm, 23cm"
54972,
54973,"1.22in, 3.2cm, 1.26in"
54974,"325 mm, 12.79 in, 108 mm, 4.25 in"
54975,"325 mm, 12.79 in, 108 mm, 4.25 in"
54976,"325 mm, 12.79 in, 108 mm, 4.25 in"
54977,
54978,"11.5cm, 7cm, 7cm"
54979,"7.87in, 03.54in"
54980,"7.87in, 03.54in"
54981,
54982,"108mm, 93mm, 61mm, 123mm, 38mm, 210mm, 8.26in, 60mm, 54mm"
54983,80 mm
54984,80 mm
54985,"130cm, 51.2inch, 150cm, 150cm, 20cm, 78.7inch"
54986,"30 cm, 56 cm"
54987,"30 cm, 56 cm"
54988,"30 cm, 56 cm"
54989,0 cm
54990,0 cm
54991,0 cm
54992,
54993,"12m, 16cm"
54994,"12m, 16cm"
54995,"2g, 2g, 13g, 13g"
54996,"12v, 3.8w"
54997,"12v, 3.8w"
54998,
54999,"3.2ounce, 90 ounce, 90g"
55000,"58.5 cm, 50 cm, 100 cm"
55001,"58.5 cm, 50 cm, 100 cm"
55002,"0.2cm, 08in, 2in, 0.2cm, 0.08in, 3cm, 3cm, 2in"
55003,
55004,
55005,"23cm, 132cm, 3cm, 12cm"
55006,
55007,
55008,
55009,
55010,
55011,
55012,
55013,
55014,
55015,50 cm
55016,50 cm
55017,100 cm
55018,100 cm
55019,100 cm
55020,
55021,
55022,
55023,
55024,
55025,
55026,225mm
55027,
55028,
55029,500w
55030,500w
55031,
55032,
55033,
55034,
55035,
55036,"1.4in, 0.8in, 2.1in, 5.1in, 1.2in"
55037,"16cm, 6cm, 3.9cm"
55038,"38 inch, 36 inch, 83 inch, 82 inch"
55039,
55040,
55041,
55042,
55043,
55044,"23cm, 26cm"
55045,"50lbs, 50lbs"
55046,
55047,26cm
55048,26cm
55049,"36cm, 14.2in, 16cm, 6.3in"
55050,"36cm, 14.2in, 16cm, 6.3in"
55051,"18cm, 7.08in, 18cm, 7.08in"
55052,"18cm, 7.08in, 18cm, 7.08in"
55053,"20.8cm, 8.19in, 16.8cm, 6.61in"
55054,"20.8cm, 8.19in, 16.8cm, 6.61in"
55055,"20mm, 40mm, 113mm"
55056,"20mm, 40mm, 113mm"
55057,"60cm, 47cm"
55058,"6.68in, 16 cm, 9.04in, 23 cm"
55059,"35cm, 60cm"
55060,"17.3inch, 3.1inch"
55061,
55062,
55063,023mm
55064,4.3inch
55065,4.3inch
55066,69 cm
55067,69 cm
55068,"4cm, 9cm"
55069,"4cm, 9cm"
55070,
55071,
55072,
55073,
55074,454g
55075,18 cm
55076,18 cm
55077,"3.14in, 21.61in, 55.00cm, 3.93in"
55078,
55079,
55080,
55081,
55082,"5.9 in, 15 cm, 7.8 in, 20 cm"
55083,"5.9 in, 15 cm, 7.8 in, 20 cm"
55084,
55085,
55086,
55087,"3 cm, 184 cm"
55088,"96 mm, 237 mm"
55089,"96 mm, 237 mm"
55090,"14 inch, 10 inch"
55091,"14 inch, 10 inch"
55092,"14.5cm, 5.71in, 27in, 21cm"
55093,
55094,"3.70 in, 9.4 cm"
55095,"3.70 in, 9.4 cm"
55096,"6.5cm, 2.6in"
55097,"6.5cm, 2.6in"
55098,"42 inch, 106cm, 38 inch, 96cm, 8 inch, 21cm, 7.5 inch, 19cm"
55099,"32cm, 59in"
55100,"32cm, 59in"
55101,65mm
55102,65mm
55103,5w
55104,5w
55105,"30cm, 11.81in"
55106,"30cm, 11.81in"
55107,"30cm, 11.81in"
55108,
55109,
55110,
55111,"95cm, 37.4inch"
55112,"9.8 in, 25 cm"
55113,"9.8 in, 25 cm"
55114,
55115,
55116,
55117,
55118,
55119,"80 cm, 18 cm, 7 inch, 70 cm, 80 cm, 30 cm, 12 inch, 40 cm, 16 inch, 40 cm, 13.5cm, 30 cm, 60 cm, 24 inch, 18 cm, 70 cm, 28 inch, 80 cm, 32 inch"
55120,
55121,
55122,330lb
55123,330lb
55124,
55125,"29mm, 1.14in"
55126,"29mm, 1.14in"
55127,"9cm, 35cm"
55128,"9cm, 35cm"
55129,26 cm
55130,26 cm
55131,26 cm
55132,5 cm
55133,5 cm
55134,
55135,"4.7 in, 12 cm, 11 in, 28 cm"
55136,"4.7 in, 12 cm, 11 in, 28 cm"
55137,"3cm, 1.2in, 8cm"
55138,"15cm, 5.9in"
55139,"15cm, 5.9in"
55140,
55141,"26.6cm, 0.5in, 31cm, 2.2in, 5cm"
55142,"13.5cm, 5.31in"
55143,"13.5cm, 5.31in"
55144,"115mm, 4.527inch"
55145,"115mm, 4.527inch"
55146,"115mm, 4.527inch"
55147,"5 in, 6.5 in"
55148,"5 in, 6.5 in"
55149,"115mm, 72mm"
55150,"5.5cm, 3.5cm, 3.2cm"
55151,"5.5cm, 3.5cm, 3.2cm"
55152,
55153,
55154,
55155,
55156,"29.4in, 75.0cm, 13.3in, 34.0cm"
55157,"29.4in, 75.0cm, 13.3in, 34.0cm"
55158,"29.4in, 75.0cm, 13.3in, 34.0cm"
55159,
55160,"81in, 5.90in"
55161,"03 w, 85v"
55162,"03 w, 85v"
55163,33135mm
55164,
55165,
55166,"0.19in, 22mm, 0.86in, 17mm"
55167,"0.19in, 22mm, 0.86in, 17mm"
55168,35cm
55169,35cm
55170,"2.75 inch, 3.75 inch"
55171,"2.75 inch, 3.75 inch"
55172,41.5 in
55173,"30 cm, 29 cm, 65 cm, 29 cm, 94.2 cm"
55174,147 cm
55175,"45mm, 144mm"
55176,"45mm, 144mm"
55177,265 lbs
55178,10 cm
55179,"84inch, 42inch, 42inch, 84inch"
55180,"84inch, 42inch, 42inch, 84inch"
55181,
55182,
55183,
55184,"29cm, 24cm, 144cm, 24cm, 24cm, 24cm, 26cm, 30cm, 30cm"
55185,
55186,
55187,
55188,8inch
55189,8inch
55190,
55191,
55192,22.8 cm
55193,"6inch, 4inch, 5.6inch"
55194,"6inch, 4inch, 5.6inch"
55195,"20cm, 61cm, 20cm, 9cm, 40cm"
55196,"39.5cm, 55cm, 39.5cm, 28cm"
55197,"39.5cm, 55cm, 39.5cm, 28cm"
55198,13in
55199,13in
55200,
55201,
55202,
55203,"72 in, 57.9in, 49 in, 11 in, 3 in, 9 in, 9.84 in"
55204,
55205,
55206,"6.29 in, 16 cm, 10.23 in, 26 cm"
55207,"6.29 in, 16 cm, 10.23 in, 26 cm"
55208,"3.5in, 43.3 in"
55209,"34cm, 13.3in, 33cm, 13in"
55210,"34cm, 13.3in, 33cm, 13in"
55211,180cm
55212,"1cm, 3cm, 6cm, 3.5cm, 33cm"
55213,25cm
55214,25cm
55215,25cm
55216,
55217,"18cm, 18cm"
55218,"18cm, 18cm"
55219,"18cm, 18cm"
55220,25g
55221,
55222,
55223,57in
55224,00kg
55225,"80 cm, 6 cm, 85 cm, 6 cm, 27 cm"
55226,"7cm, 2.75in, 26cm, 10.22in"
55227,"7cm, 2.75in, 26cm, 10.22in"
55228,9in
55229,9in
55230,11.5cm
55231,11.5cm
55232,23cm
55233,23cm
55234,23cm
55235,"13cm, 31cm, 5cm"
55236,
55237,
55238,"5 cm, 1.97 in"
55239,
55240,
55241,
55242,22cm
55243,22cm
55244,"9cm, 11cm"
55245,60 cm
55246,60 cm
55247,"90cm, 12cm"
55248,"24v, 11w"
55249,"24v, 11w"
55250,"65in, 20cm"
55251,
55252,4lb
55253,"14.1 in, 36 cm"
55254,"14.1 in, 36 cm"
55255,"14.1 in, 36 cm"
55256,"2.2 in, 5.5 cm, 1.6 in, 4 cm"
55257,"2.2 in, 5.5 cm, 1.6 in, 4 cm"
55258,"33cm, 33cm"
55259,"33cm, 33cm"
55260,"140 cm, 3 cm"
55261,"10.2cm, 4in, 6cm, 2.4in"
55262,45cm
55263,45cm
55264,45cm
55265,13 cm
55266,13 cm
55267,"38cm, 11cm"
55268,
55269,
55270,
55271,
55272,
55273,
55274,
55275,
55276,"18.9cm, 44cm"
55277,"18.9cm, 44cm"
55278,4.70 lbs
55279,"5cm, 30cm, 46cm"
55280,1kg
55281,0.67inch
55282,"9.5cm, 3.74inch, 3cm, 1.18inch"
55283,3cm
55284,"850w, 220v"
55285,"850w, 220v"
55286,
55287,"400 mm, 341 mm"
55288,"400 mm, 341 mm"
55289,"12cm, 8cm"
55290,
55291,12cm
55292,12cm
55293,"4.1 in, 10.5 cm, 3.5 in, 8.8 cm"
55294,"4.1 in, 10.5 cm, 3.5 in, 8.8 cm"
55295,60 inch
55296,60 inch
55297,
55298,"12cm, 4.7in, 20cm, 7.9in"
55299,114 cm
55300,"61cm, 56.5cm, 61.5cm"
55301,"7.2 in, 3.7 in"
55302,"7.2 in, 3.7 in"
55303,"7.2 in, 3.7 in"
55304,"2cm, 5cm"
55305,"019 cm, 7.8 cm"
55306,"019 cm, 7.8 cm"
55307,
55308,
55309,
55310, liter
55311,5v
55312,
55313,"46cm, 29cm, 16cm"
55314,"46cm, 29cm, 16cm"
55315,"1305mm, 30mm, 23mm, 780mm, 280mm"
55316,"61 cm, 24 in"
55317,"61 cm, 24 in"
55318,"0.2inch, 8ft, 8ft"
55319,"0.2inch, 8ft, 8ft"
55320,21.5cm
55321,"12cm, 19.6 in, 49.7 cm, 2in, 8.1 cm, 7 in, 7 in, 39.8 cm"
55322,"12cm, 12cm, 14.3cm, 7cm, 9cm"
55323,"2.1 cm, 0.8 inch, 14.5 cm"
55324,3.4 kg
55325,
55326,
55327,"142mm, 94mm, 19mm, 19mm"
55328,"22cm, 15cm, 1cm"
55329,"65 cm, 195 cm"
55330,"65 cm, 195 cm"
55331,"35mm, 1.4 in, 91mm, 3.6 in"
55332,"35mm, 1.4 in, 91mm, 3.6 in"
55333,"29cm, 11.4in"
55334,"4.3 in, 2.6 in, 6.5 cm, 11.8 in"
55335,"46 in, 9.21 in"
55336,
55337,"12cm, 16cm, 22cm"
55338,"3.7inch, 9.4cm, 22cm, 8.66inch, 10.6cm, 4.17inch"
55339,
55340,
55341,
55342,
55343,"6.8cm, 2.7in, 7.3cm, 2.9in"
55344,"15 m, 30 cm, 20 m, 30 cm, 50 m, 50 cm"
55345,
55346,
55347,"13in, 33 cm"
55348,"13in, 33 cm"
55349,"13in, 33 cm"
55350,
55351,"7.3cm, 8.3cm"
55352,"17cm, 6.68in, 30cm, 11.79in"
55353,"17cm, 6.68in, 30cm, 11.79in"
55354,"20in, 6in, 60cm"
55355,"52 cm, 30 cm, 30 cm, 60 cm"
55356,"30cm, 11.8in"
55357,"30cm, 11.8in"
55358,41 cm
55359,41 cm
55360,2w
55361,2w
55362,
55363,"8.6mm, 26mm"
55364,"8.6mm, 26mm"
55365,35 cm
55366,35 cm
55367,
55368,0.85kg
55369,
55370,6cm
55371,6cm
55372,
55373,
55374,
55375,5cm
55376,5cm
55377,85cm
55378,85cm
55379,"3.4 in, 2.5 in"
55380,"3.4 in, 2.5 in"
55381,"3.4 in, 2.5 in"
55382,5 cm
55383,"24v, 8w, 28v"
55384,"24v, 8w, 28v"
55385,"5.5cm, 2.17in, 1.97in"
55386,
55387,
55388,"25cm, 14cm, 8cm"
55389,
55390,
55391,
55392,
55393,"11.8in, 0.8in"
55394,"11.8in, 0.8in"
55395,"14.5cm, 30cm, 22cm"
55396,
55397,
55398,"39.9cm, 9.9cm"
55399,"39.9cm, 9.9cm"
55400,
55401,
55402,
55403,"5.9in, 12.2in, 16cm, 5.2in, 3in, 13cm"
55404,"3.5cm, 1.4in, 5.5cm, 2.7in"
55405,"3.5cm, 1.4in, 5.5cm, 2.7in"
55406,
55407,
55408,"11cm, 4.3inch"
55409,
55410,"14cm, 23.7cm, 9.33in"
55411,"171mm, 171mm"
55412,"171mm, 171mm"
55413,"171mm, 171mm"
55414,
55415,
55416,"3.5in, 7.7in, 3.6in, 2.9in, 3.7in"
55417,"3.5in, 7.7in, 3.6in, 2.9in, 3.7in"
55418,"3cm, 4.13inch, 19cm, 7.48inch, 4.92inch"
55419,"1.5 inch, 4 cm"
55420,"1.5 inch, 4 cm"
55421,"6 in, 24 in"
55422,"8.2in, 4.1in"
55423,"8.2in, 4.1in"
55424,"11 cm, 16 cm"
55425,
55426,
55427,350 lbs
55428,
55429,9inch
55430,9inch
55431,"40cm, 15.74in"
55432,"40cm, 15.74in"
55433,"24cm, 44in"
55434,"24cm, 44in"
55435,"33 cm, 9 cm, 23 cm"
55436,"33 cm, 9 cm, 23 cm"
55437,
55438,3.1in
55439,3.1in
55440,"158 cm, 63 inch, 140 cm, 55 inch"
55441,"158 cm, 63 inch, 140 cm, 55 inch"
55442,"4.7 in, 12 cm"
55443,"4.7 in, 12 cm"
55444,2.6 inch
55445,2.6 inch
55446,"7.87in, 13cm, 5.11in"
55447,"7.87in, 13cm, 5.11in"
55448,
55449,
55450,"180 cm, 90 cm"
55451,155 cm
55452,
55453,
55454,
55455,"200mm, 7.9in"
55456,"200mm, 7.9in"
55457,"200mm, 7.9in"
55458,
55459,
55460,"1.77 in, 4.5 cm"
55461,"1.77 in, 4.5 cm"
55462,
55463,"7.4in, 27.9in, 27.9 in"
55464,"7.4in, 27.9in, 27.9 in"
55465,"135mm, 210mm"
55466,"75mm, 2.95in, 41mm, 61in, 15mm, 0.59in"
55467,"32 cm, 13 cm"
55468,4g
55469,9.5 kg
55470,70 g
55471,
55472,
55473,
55474,"44cm, 17.32in"
55475,"44cm, 17.32in"
55476,20cm
55477,20cm
55478,"12.2 inch, 141 inch"
55479,180mm
55480,180mm
55481,500 lbs
55482,
55483,
55484,"11.8 in, 30.0 cm, 7.8 in, 20.0 cm"
55485,"11.8 in, 30.0 cm, 7.8 in, 20.0 cm"
55486,"11.8 in, 30.0 cm, 7.8 in, 20.0 cm"
55487,"7in, 325mm, 12.8in"
55488,"7in, 325mm, 12.8in"
55489,
55490,
55491,
55492,
55493,
55494,"5 cm, 14.76 inch, 1 cm, 3.98 inch, 1 cm, 3.98 inch"
55495,"5 cm, 14.76 inch, 1 cm, 3.98 inch, 1 cm, 3.98 inch"
55496,"76cm, 5cm, 76cm, 91cm, 91cm, 68cm, 68cm, 89cm, 89cm"
55497,1100lbs
55498,"3.7inch, 5.3inch, 4.3inch"
55499,"3.7inch, 5.3inch, 4.3inch"
55500,"16.9inch, 11.8inch"
55501,
55502,
55503,
55504,
55505,"240v, 500w"
55506,"25mm, 38mm, 48mm"
55507,"48 in, 7 cm"
55508,"48 in, 7 cm"
55509,"5.5cm, 9.5 cm, 4cm, 7cm, 27cm, 21.2cm, 1.7cm, 2.2cm"
55510,"70mm, 75mm, 3in, 75mm, 3in, 95mm, 3.7in, 250mm, 9.84in"
55511,
55512,
55513,
55514,
55515,
55516,"13cm, 5.1in, 8cm, 3.14in"
55517,"13cm, 5.1in, 8cm, 3.14in"
55518,"13cm, 5.1in, 8cm, 3.14in"
55519,
55520,
55521,
55522,"86mm, 365mm, 195mm"
55523,"28 cm, 28 cm"
55524,"28 cm, 28 cm"
55525,
55526,240v
55527,240v
55528,"31 cm, 10 cm, 10 cm"
55529,"15cm, 4cm"
55530,
55531,
55532,
55533,"3.14 in, 8 cm, 3.14 in, 8 cm"
55534,
55535,
55536,
55537,"41cm, 85cm, 48.5cm, 47cm, 38.5cm"
55538,
55539,
55540,
55541,13 inch
55542,75inch
55543,"8mm, 8mm"
55544,"5cm, 7cm"
55545,"5cm, 7cm"
55546,"7.7 in, 4.5 in, 4.7 in"
55547,"7.7 in, 4.5 in, 4.7 in"
55548,"88cm, 27cm"
55549,"88cm, 27cm"
55550,"88cm, 27cm"
55551,"88cm, 27cm"
55552,"4.7 in, 119 mm, 8.2 in, 208 mm"
55553,"4.7 in, 119 mm, 8.2 in, 208 mm"
55554,"3.93inch, 23.5cm, 9.25inch"
55555,"3.93inch, 23.5cm, 9.25inch"
55556,"12cm, 47cm, 6cm, 12cm"
55557,"19mm, 5m, 26mm"
55558,
55559,13lb
55560,240 mm
55561,240 mm
55562,"92mm, 62mm"
55563,"92mm, 62mm"
55564,17.9cm
55565,17.9cm
55566,
55567,"3.54inch, 7.9inch"
55568,"0 in, 4 in"
55569,45lbs
55570,
55571,
55572,
55573,
55574,"25cm, 9.8inch"
55575,
55576,"56 cm, 39.5 cm, 71 cm"
55577,"56 cm, 39.5 cm, 71 cm"
55578,20v
55579,"0.71mm, 26mm"
55580,"21cm, 8.3in, 16.5cm, 6.5in, 9.5cm, 3.7in"
55581,40cm
55582,"950mm, 300mm"
55583,"950mm, 300mm"
55584,"118mm, 4.64in"
55585,"7.3cm, 9.6cm, 6.9cm"
55586,"26cm, 37cm, 17.5cm, 14cm, 22cm, 33.5cm"
55587,"6.2cm, 2.5cm"
55588,"6.2cm, 2.5cm"
55589,14cm
55590,14cm
55591,14cm
55592,
55593,
55594,4 inch
55595,4 inch
55596,4 inch
55597,"145 cm, 40 cm"
55598,"145 cm, 40 cm"
55599,"145 cm, 40 cm"
55600,"80cm, 120cm"
55601,"12cm, 17.5cm, 23.5cm"
55602,"12cm, 17.5cm, 23.5cm"
55603,"12cm, 17.5cm, 23.5cm"
55604,"35 mm, 97 mm"
55605,"35 mm, 97 mm"
55606,"9 ft, 10 ft, 10 ft"
55607,"91 mm, 3.6 in, 129 mm, 26 mm, 5.1 in, 1.0 in, 85 mm, 3.3 in, 85 mm, 27 mm, 3 in, 1in"
