index,prediction
102388,"30.5cm, 12inch"
102389,250g
102390,"15mm, 240mm, 65mm"
102391,"84 cm, 2 cm, 45 cm, 53 cm, 5 cm, 211 cm, 28 cm, 99 cm"
102392,
102393,"12v, 12v, 12v, 48w, 12v, 60w"
102394,
102395,"6.7in, 16.9cm, 9.8in, 25cm"
102396,
102397,"3.8in, 0.9in"
102398,"3.8in, 0.9in"
102399,"9cm, 14.5cm, 10.5cm"
102400,"98cm, 108cm, 118cm, 128cm, 135cm, 145cm, 155cm, 168cm"
102401,"98cm, 108cm, 118cm, 128cm, 135cm, 145cm, 155cm, 168cm"
102402,"9.1 in, 4.7 in, 7.6 in, 3.8 in, 17.4 in, 6.5 in, 8.0 in"
102403,
102404,
102405,
102406,
102407,"46.9in, 22in, 22in, 22in, 22in, 46.9in"
102408,4g
102409,
102410,"11cm, 4.3in"
102411,"11.43 cm, 4.5 in"
102412,"11.43 cm, 4.5 in"
102413,"83cm, 68in"
102414,7.28 inch
102415,7.28 inch
102416,
102417,12v
102418,9in
102419,9in
102420,"7cm, 24cm"
102421,"7cm, 24cm"
102422,1.37inch
102423,1.37inch
102424,
102425,28 cm
102426,28 cm
102427,15 cm
102428,15 cm
102429,15 cm
102430,
102431,
102432,"187cm, 73.62in, 12.59in, 65.74in"
102433,"62 cm, 7 inch, 40 cm, 4 inch"
102434,"10.9cm, 4.3in, 6.67cm, 2.60in"
102435,"10.9cm, 4.3in, 6.67cm, 2.60in"
102436,"35cm, 22cm"
102437,"1259mm, 508mm, 399mm, 399mm, 508mm"
102438,"10 cm, 10 cm"
102439,
102440,
102441,"19 mm, 19 mm, 40 mm"
102442,"30 cm, 11.81 inch, 22 cm, 8.66 inch"
102443,30 kg
102444,30 kg
102445,"8.07in, 20.5 cm, 8.07in, 20.5 cm"
102446,"8.07in, 20.5 cm, 8.07in, 20.5 cm"
102447,"8.07in, 20.5 cm, 8.07in, 20.5 cm"
102448,"2cm, 6.5cm"
102449,"2m, 46m"
102450,"5.8 cm, 2.3 inch, 30 cm, 12 inch"
102451,"5.8 cm, 2.3 inch, 30 cm, 12 inch"
102452,
102453,"62mm, 62mm, 382mm"
102454,"86 cm, 42 cm, 16 cm, 29 cm"
102455,"3.3in, 4cm"
102456,"3.3in, 4cm"
102457,6.35cm
102458,
102459,"25.4mm, 625mm, 740mm, 6inch"
102460,"13cm, 13cm"
102461,
102462,"1.6cm, 0.63in, 5.3in"
102463,20 cm
102464,20 cm
102465,20 cm
102466,
102467,
102468,"1.6 in, 12.2 in, 4.7 in, 10.2 in"
102469,"1in, 5.4in"
102470,"1in, 5.4in"
102471,"28cm, 0 m"
102472,"28cm, 0 m"
102473,
102474,
102475,
102476,
102477,
102478,"92mm, 28mm, 85mm"
102479,
102480,"20in, 16in, 11.5in, 16in"
102481,51in
102482,51in
102483,
102484,
102485,
102486,
102487,"5.9 inch, 4.7 inch"
102488,"5.9 inch, 4.7 inch"
102489,"5.9 inch, 4.7 inch"
102490,
102491,
102492,"13.7cm, 5.4in"
102493,"13.7cm, 5.4in"
102494,"13.7cm, 5.4in"
102495,"200cm, 78.74inch, 240cm, 94.49inch"
102496,"200cm, 78.74inch, 240cm, 94.49inch"
102497,"3.2 in, 7.1 in, 1.6 in"
102498,"3.2 in, 7.1 in, 1.6 in"
102499,
102500,
102501,
102502,
102503,
102504,"355 mm, 170mm"
102505,"355 mm, 170mm"
102506,"355 mm, 170mm"
102507,
102508,
102509,"2.2cm, 0.87in, 2.2cm, 0.87in, 2.2cm, 0.87in"
102510,142mm
102511,"2.95in, 2.12in"
102512,"2.95in, 2.12in"
102513,
102514,
102515,"55 mm, 85 mm, 90 mm, 210 mm"
102516,"55 mm, 85 mm, 90 mm, 210 mm"
102517,1.97inch
102518,
102519,
102520,
102521,
102522,
102523,
102524,2.9inch
102525,2.9inch
102526,17inch
102527,17inch
102528,17inch
102529,39in
102530,39in
102531,
102532,
102533,
102534,
102535,72v
102536,"5.1 in, 3.5 in"
102537,"5.1 in, 3.5 in"
102538,"259cm, 232cm, 19cm, 40cm, 94cm"
102539,"180cm, 1inch"
102540,"180cm, 1inch"
102541,
102542,
102543,"11cm, 30cm, 12cm, 7cm, 21cm, 6cm, 09cm, 26cm"
102544,"89 cm, 5 cm, 45 cm"
102545,60mm
102546,60mm
102547,60mm
102548,
102549,"1.37 inch, 3.93 inch, 2.95 inch"
102550,36in
102551,
102552,
102553,21.2cm
102554,
102555,
102556,"7.6inch, 194mm"
102557,"3.93in, 10cm, 2.36in, 6cm"
102558,"3.93in, 10cm, 2.36in, 6cm"
102559,"7.9 in, 20.0 cm"
102560,"20cm, 25cm"
102561,"20cm, 25cm"
102562,"35.5cm, 23cm"
102563,
102564,
102565,
102566,l
102567,"70cm, 39cm, 90cm, 45cm"
102568,
102569,
102570,
102571,"19cm, 12cm, 43cm"
102572,"3in, 4.9ft"
102573,"0.59in, 5.9in"
102574,"28in, 11.25in, 5.51in"
102575,"18cm, 4.6 m, 10.3cm, 3cm, 3 cm"
102576,"20cm, 18cm, 14cm, 15cm"
102577,
102578,"92.5w, 5v, 3.7v"
102579,"3.3cm, 1.3in, 23cm, 1in"
102580,"150mm, 6inch, 12mm, 0.47inch, 32mm, 26inch, 96mm, 3.75inch, 25mm, 45mm, 1.77in"
102581,52mm
102582,52mm
102583,"01.69 inch, 0.23 inch"
102584,"01.69 inch, 0.23 inch"
102585,"148 cm, 69 cm, 157 cm"
102586,"65mm, 84mm, 43mm"
102587,
102588,
102589,
102590,
102591,"24cm, 9cm, 48cm, 58cm, 34cm, 74cm"
102592,"5.3in, 5.3in, 3.7in"
102593,"64 inch, 32 in, 29 inch"
102594,"2450m, 5 cm, 92 cm, 80 cm, 78 cm, 50cm, 5 cm"
102595,"19inch, 9inch, 13inch"
102596,27 cm
102597,
102598,130g
102599,
102600,"132mm, 95mm, 266mm, 45mm, 266mm, 22mm, 37mm"
102601,"19.6cm, 14cm"
102602,"19.6cm, 14cm"
102603,"13.5 cm, 7.5 cm, 7.5 cm"
102604,"24.5cm, 42cm, 2cm, 30cm, 35cm, 96cm, 8.5cm, 12cm"
102605,
102606,"50cm, 0.75in, 2cm"
102607,"50cm, 0.75in, 2cm"
102608,8.3inch
102609,8.3inch
102610,"15cm, 6in, 11.8in"
102611,"1200mm, 330mm"
102612,
102613,40mm
102614,
102615,
102616,3.94in
102617,3.94in
102618,30 cm
102619,30 cm
102620,20cm
102621,20cm
102622,20cm
102623,
102624,
102625,"6.92in, 17.6cm, 4.76in, 12.1cm, 4.4in, 11.2cm, 4.8in, 12.2cm"
102626,"0.09m, 0.3m, 3cm, 2cm, 3.5cm"
102627,"1.6 in, 5.9 in, 6.1 in"
102628,"1.6 in, 5.9 in, 6.1 in"
102629,"7mm, 8 mm, 8 mm"
102630,"7mm, 8 mm, 8 mm"
102631,"53 cm, 45 cm"
102632,8cm
102633,8cm
102634,"30cm, 15cm, 42cm"
102635,"220cm, 180cm, 180cm, 140cm"
102636,"220cm, 180cm, 180cm, 140cm"
102637,
102638,"33cm, 22cm, 38cm"
102639,"7.9in, 7.9in"
102640,"25cm, 30cm"
102641,"25cm, 30cm"
102642,"2.4cm, 18cm, 2.8cm"
102643,"12.2inch, 31cm"
102644,"12.2inch, 31cm"
102645,
102646,
102647,"5.8cm, 12.3in, 4.8cm, 1.9in, 17cm"
102648,"3.5 inch, 1.8 inch"
102649,"3.5 inch, 1.8 inch"
102650,27cm
102651,27cm
102652,"5.1 inch, 3 inch, 7.3 inch"
102653,5.9 inch
102654,5.9 inch
102655,536 g
102656,55cm
102657,"70cm, 70cm"
102658,"132cm, 71.03cm"
102659,2.5in
102660,2.5in
102661,2.5in
102662,53mm
102663,53mm
102664,45cm
102665,"6ft, 32inch, 72inch"
102666,"6ft, 32inch, 72inch"
102667,
102668,
102669,"5.1 inch, 3 inch, 7.3 inch"
102670,"3.54in, 4.92in, 12.5cm, 4.92in"
102671,
102672,
102673,"22 cm, 40 cm"
102674,"22 cm, 40 cm"
102675,"63cm, 73cm, 45.7cm, 45.7cm"
102676,"9.3inch, 17inch, 5.7inch"
102677,"12.5cm, 17.5cm"
102678,"12.5cm, 17.5cm"
102679,"24cm, 63cm"
102680,"8.66inch, 220mm, 90mm, 150mm, 35.4 inch, 5.9inch"
102681,"96cm, 96cm, 76cm, 76cm"
102682,"96cm, 96cm, 76cm, 76cm"
102683,
102684,"11cm, 20cm, 1inch, 2.54cm"
102685,"11cm, 20cm, 1inch, 2.54cm"
102686,"3.33mm, 8mm, 2mm"
102687,
102688,50 meter
102689,50 meter
102690,25cm
102691,25cm
102692,
102693,13.7inch
102694,13.7inch
102695,"9in, 23cm"
102696,"9in, 23cm"
102697,"33cm, 44cm, 80cm"
102698,"26cm, 18cm"
102699,"26cm, 18cm"
102700,"26cm, 18cm"
102701,1.6 oz
102702,"6.3 inch, 0.6 inch, 61.1 inch"
102703,
102704,
102705,
102706,"150mm, 3150mm"
102707,"150mm, 3150mm"
102708,"150mm, 3150mm"
102709,"5 cm, 38 cm, 76 cm"
102710,
102711,2mm
102712,"18 cm, 13 cm, 7 cm"
102713,"18 cm, 13 cm, 7 cm"
102714,"12.2inch, 3.9inch, 3.9inch, 10.2inch, 3.9inch, 2.9inch"
102715,"9cm, 3.54in, 22cm, 8.66in"
102716,"9cm, 3.54in, 22cm, 8.66in"
102717,4.5cm
102718,4.5cm
102719,5cm
102720,"7.47in, 19cm"
102721,"7.47in, 19cm"
102722,
102723,6 cm
102724,
102725,"9.5 inch, 24 cm, 8 inch, 20 cm, 10 inch, 20 cm, 25 cm, 10 inch, 25 cm, 11.5 inch, 29 cm"
102726,"23.6in, 11.8in, 19.7in, 6in, 11in, 2.2in, 35.4in"
102727,"5 cm, 10 cm, 14 cm"
102728,50 mm
102729,50 mm
102730,50 mm
102731,"6.5in, 2in"
102732,
102733,
102734,
102735,5 cm
102736,"46 inch, 5 inch, 18cm"
102737,"3.54 inch, 9cm"
102738,"14cm, 200cm, 150cm, 200cm"
102739,
102740,
102741,
102742,"28mm, 75mm, 39mm, 45mm"
102743,
102744,"12.99 in, 330 mm"
102745,"12.99 in, 330 mm"
102746,"12.99 in, 330 mm"
102747,"26.2cm, 10.3in, 4.3cm, 1.7in, 180cm, 70.9in"
102748,"180cm, 70.9in"
102749,"180cm, 70.9in"
102750,25g
102751,
102752,"100 cm, 5 cm"
102753,"23.8inch, 13.8inch, 9.8inch, 7.9inch, 9.4inch"
102754,"8cm, 4.3in"
102755,"8cm, 4.3in"
102756,
102757,"125w, 67w, 20w, 20w, 20w, 18w"
102758,"4cm, 1.5 in, 9.2cm, 3.7 in"
102759,"4cm, 1.5 in, 9.2cm, 3.7 in"
102760,4 lbs
102761,"46 cm, 49.5 cm, 35 cm, 37 cm, 106 cm, 82 cm, 394cm"
102762,"46 cm, 49.5 cm, 35 cm, 37 cm, 106 cm, 82 cm, 394cm"
102763,"16.3cm, 16.8cm, 22.7cm, 17.5cm, 8cm, 6.6cm"
102764,"25 m, 695 mm, 262 mm, 275 mm"
102765,
102766,
102767,
102768,"220lbs, 100kg"
102769,
102770,"6.2 inch, 3.1 inch, 0.5 inch"
102771,"17 in, 2.8 in, 23 in"
102772,"8cm, 12cm"
102773,"8cm, 12cm"
102774,"7in, 5.1in"
102775,"160cm, 160cm"
102776,"160cm, 160cm"
102777,"2.95 inch, 3.54 inch, 7.49 cm, 8.99 cm, 3.54 inch, 8.99 cm, 2.36 inch, 5.99 cm"
102778,"462mm, 339mm"
102779,"170cm, 120cm, 142cm, 83cm"
102780,"23 cm, 5 cm"
102781,"23 cm, 5 cm"
102782,21mm
102783,
102784,
102785,"7.1in, 19.7in"
102786,"7.1in, 19.7in"
102787,"8.5 cm, 3.34 in"
102788,"8.5 cm, 3.34 in"
102789,"4.7 inch, 3.35 inch, 31.5 inch, 7 inch, 2.5 inch"
102790,"4.7 inch, 3.35 inch, 31.5 inch, 7 inch, 2.5 inch"
102791,4.5 cm
102792,4.5 cm
102793,"13.4 in, 0.39 in, 1.7in, 8.6 in, 13.4in, 34cm, 0.39in"
102794,"13.4 in, 0.39 in, 1.7in, 8.6 in, 13.4in, 34cm, 0.39in"
102795,"71cm, 74cm"
102796,
102797,
102798,
102799,"85.5mm, 0.5 inch, 12mm, 4.2inch, 108mm, 1.4inch, 35mm, 3.75 inch, 96mm"
102800,
102801,
102802,"36 inch, 18 inch"
102803,42cm
102804,
102805,"8 in, 5 inch"
102806,"8 in, 5 inch"
102807,4inch
102808,4inch
102809,"48cm, 18.9inch, 57cm, 22.4inch"
102810,"12inch, 17.72inch"
102811,"9.14 cm, 3.59 in"
102812,
102813,30cm
102814,30cm
102815,"43 in, 53cm, 16.5 in, 42cm"
102816,"43 in, 53cm, 16.5 in, 42cm"
102817,"43 in, 53cm, 16.5 in, 42cm"
102818,15 mm
102819,15 mm
102820,15 mm
102821,
102822,
102823,4.17inch
102824,
102825,310 lbs
102826,"3 cm, 5.2 in"
102827,10cm
102828,
102829,"50mm, 1.97inch, 5.3mm, 0.21inch"
102830,
102831,"7cm, 13cm"
102832,"16cm, 15cm"
102833,"16cm, 15cm"
102834,
102835,17cm
102836,17cm
102837,"30cm, 11.8inch, 21cm"
102838,"30cm, 11.8inch, 21cm"
102839,
102840,"10.5 cm, 11 cm, 20cm, 15cm, 13cm, 5cm, 4cm, 3.5cm, 3cm"
102841,
102842,
102843,
102844,
102845,
102846,
102847,"1.9cm, 0.75 in, 1.9cm, 0.75 in, 1.9cm, 0.75 in, 2 in, 1.2 in"
102848,"38.99cm, 38.99cm"
102849,"38.99cm, 38.99cm"
102850,
102851,
102852,
102853,
102854,
102855,
102856,100mm
102857,"0.75 inch, 3.09 inch"
102858,"6.3 in, 16.8 in, 37.7 in, 5.5 in, 6.3 in, 16 in"
102859,"13.7 in, 35.0 cm, 13.7 in, 35.0 cm"
102860,"13.7 in, 35.0 cm, 13.7 in, 35.0 cm"
102861,"8foot, 10foot, 12foot, 14foot, 15foot"
102862,
102863,1cm
102864,
102865,
102866,"6.5cm, 8cm, 8cm, 8cm, 23.5cm"
102867,2 inch
102868,2 inch
102869,2 inch
102870,"9cm, 7cm"
102871,"3.94in, 14cm"
102872,"86cm, 90 cm"
102873,24 in
102874,24 in
102875,24 in
102876,"9 in, 6 in, 12 in, 8.5 in"
102877,"9 in, 6 in, 12 in, 8.5 in"
102878,"36in, 34in"
102879,"29 cm, 8 cm"
102880,"29 cm, 8 cm"
102881,"35cm, 39cm"
102882,"19 inch, 19 inch, 4 inch, 22 inch, 22 inch, 4 inch, 24 inch, 24 inch, 4 inch, 22inch, 22inch"
102883,
102884,
102885,"3 in, 33 cm"
102886,
102887,22cm
102888,1gb
102889,"52cm, 80cm, 98cm, 65cm, 15cm, 65cm, 75cm, 180cm, 52cm, 65cm, 57cm, 77cm, 35cm"
102890,3.75 inch
102891,"5 cm, 12 cm"
102892,"5 cm, 12 cm"
102893,"6.5cm, 2.57in"
102894,"6.5cm, 2.57in"
102895,"6.5cm, 8cm"
102896,"48mm, 9in, 73mm, 9in"
102897,"48mm, 9in, 73mm, 9in"
102898,
102899,
102900,
102901,
102902,
102903,
102904,25mm
102905,"4.52inch, 46inch, 2.75inch"
102906,"0.5 in, 1.2 in, 2 in"
102907,"0.5 in, 1.2 in, 2 in"
102908,"0.5 in, 1.2 in, 2 in"
102909,
102910,
102911,
102912,
102913,25g
102914,"16inch, 40cm"
102915,"16inch, 40cm"
102916,"16inch, 40cm"
102917,311g
102918,
102919,
102920,
102921,"5.08 cm, 2 inch, 5.08 cm, 2 inch"
102922,
102923,
102924,"5.5 in, 1.25 in"
102925,"5.5 in, 1.25 in"
102926,"5.5 in, 1.25 in"
102927,
102928,
102929,115cm
102930,115cm
102931,
102932,
102933,150kg
102934,150kg
102935,"3cm, 11cm, 17cm"
102936,2.95in
102937,2.95in
102938,"23cm, 29cm, 12.3cm"
102939,"23cm, 29cm, 12.3cm"
102940,
102941,
102942,"15cm, 5.9in, 2in, 150cm, 59in, 80cm, 31.5in"
102943,"15cm, 5.9in, 2in, 150cm, 59in, 80cm, 31.5in"
102944,4in
102945,
102946,"12.2inch, 31cm"
102947,"6ft, 32inch, 72inch"
102948,"6ft, 32inch, 72inch"
102949,
102950,11.8 inch
102951,11.8 inch
102952,11.8 inch
102953,"5.9 in, 15 cm, 6.1 in, 15.5 cm"
102954,"5.9 in, 15 cm, 6.1 in, 15.5 cm"
102955,"9.2 cm, 3.6 inch, 9.2 cm, 3.6 inch, 7.6 cm, 3 inch, 7.6 cm, 3 inch, 2.4 inch, 2.4 inch"
102956,"9.2 cm, 3.6 inch, 9.2 cm, 3.6 inch, 7.6 cm, 3 inch, 7.6 cm, 3 inch, 2.4 inch, 2.4 inch"
102957,"60mm, 2.36in"
102958,"60mm, 2.36in"
102959,"4 cm, 5 cm, 5 cm"
102960,
102961,25mm
102962,25mm
102963,25mm
102964,"13cm, 5.12inch"
102965,"3in, 44cm, 17.3in, 35cm"
102966,1.97in
102967,1.97in
102968,
102969,12.5g
102970,"5 cm, 60 cm, 60 cm"
102971,"3 inch, 7 inch, 3.3 inch"
102972,"19cm, 15 in, 11.5cm, 5 cm, 4.5 in, 2 in"
102973,
102974,13cm
102975,13cm
102976,"6.0in, 4in, 1.5in, 3in, 57in"
102977,"3.5m, 137.8inch, 8cm, 3.15inch"
102978,"3.5m, 137.8inch, 8cm, 3.15inch"
102979,
102980,
102981,"32in, 24in, 34in, 69in"
102982,"32in, 24in, 34in, 69in"
102983,3.9cm
102984,"300kg, 300kg"
102985,"300kg, 300kg"
102986,"14cm, 29cm"
102987,"74 cm, 80 cm, 140 cm, 80 cm, 74 cm, 23 cm"
102988,"3.3 in, 5.3 in, 105mm, 2.3 in, 105 mm"
102989,"3.3 in, 5.3 in, 105mm, 2.3 in, 105 mm"
102990,"2 m, 2m"
102991,"2 m, 2m"
102992,"2.4in, 6cm"
102993,
102994,
102995,5.7in
102996,5.7in
102997,5.7in
102998,
102999,
103000,5cm
103001,5cm
103002,5cm
103003,
103004,
103005,
103006,
103007,
103008,
103009,"300 cm, 78cm"
103010,"64 mm, 52 mm, 95 mm, 192 mm"
103011,"1.69 inch, 4.13 inch, 7.76 inch"
103012,"1.69 inch, 4.13 inch, 7.76 inch"
103013,"1.69 inch, 4.13 inch, 7.76 inch"
103014,"50cm, 1.64ft"
103015,"50cm, 1.64ft"
103016,"2.9 in, 2.6 in"
103017,"0 m, 4 inch, 10.25 inch, 26cm"
103018,"0 m, 4 inch, 10.25 inch, 26cm"
103019,"15.74 in, 7.87 in, 7.3 in, 6.1 in"
103020,"15.74 in, 7.87 in, 7.3 in, 6.1 in"
103021,
103022,
103023,"18cm, 55cm"
103024,"18cm, 55cm"
103025,"10 inch, 4 inch"
103026,"10 inch, 4 inch"
103027,38g
103028,38g
103029,35mm
103030,35mm
103031,
103032,"3.54in, 16.70cm, 6.56in"
103033,"3.54in, 16.70cm, 6.56in"
103034,"3.54in, 16.70cm, 6.56in"
103035,"48 inch, 19 cm, 39 inch"
103036,"48 inch, 19 cm, 39 inch"
103037,
103038,18cm
103039,"152.4cm, 45 cm, 55 cm, 30 cm"
103040,"12mm, 115mm"
103041,"12mm, 115mm"
103042,
103043,
103044,"24 cm, 30 cm, 40 cm"
103045,"47cm, 83cm"
103046,
103047,"200mm, 7.9in, 215mm, 300mm, 11.8in, 190mm, 1.6in, 60mm, 2.4in"
103048,59in
103049,"17cm, 6.7in, 3in, 17cm, 6.7in, 30cm, 30cm, 45cm, 35cm, 13.8in, 19.7in"
103050,"3.2in, 3.4in, 3.2in, 3.4in, 15in"
103051,"3.2in, 3.4in, 3.2in, 3.4in, 15in"
103052,32 inch
103053,
103054,"7cm, 15.8cm"
103055,"7cm, 15.8cm"
103056,"7cm, 15.8cm"
103057,"14cm, 55cm, 21.65inch"
103058,7.67in
103059,7.67in
103060,7.67in
103061,"40 cm, 8 cm"
103062,"1.38in, 5.16in"
103063,"35cm, 13.8in, 10.4 cm, 4in, 10.4 cm, 4in, 10.4 cm, 4in, 10.4 cm, 4in, 410cm, 3.94in, 10.4 cm, 4in"
103064,"35cm, 13.8in, 10.4 cm, 4in, 10.4 cm, 4in, 10.4 cm, 4in, 10.4 cm, 4in, 410cm, 3.94in, 10.4 cm, 4in"
103065,"1.57 inch, 0.98 inch"
103066,"1.57 inch, 0.98 inch"
103067,"6.29 inch, 1.77 inch, 4.09 inch, 2.83 inch"
103068,
103069,
103070,
103071,
103072,
103073,
103074,
103075,
103076,"1inch, 28cm, 12.2inch, 31cm"
103077,"1inch, 28cm, 12.2inch, 31cm"
103078,"12.5inch, 32cm"
103079,"12.5inch, 32cm"
103080,"12.5inch, 32cm"
103081,175mm
103082,"2.36in, 6.88in, 5.70in, 2.75in, 2.75in"
103083,"2.36in, 6.88in, 5.70in, 2.75in, 2.75in"
103084,
103085,"30mm, 40mm"
103086,4.3 inch
103087,4.3 inch
103088,"6 cm, 5 cm"
103089,"16.5cm, 75cm"
103090,"20cm, 26cm, 21cm"
103091,"300kg, 13kg"
103092,"300kg, 13kg"
103093,"1.38in, 4.17in, 4.17in, 1.38in, 1.46in"
103094,"24.3 cm, 44cm, 66cm"
103095,7cm
103096,7cm
103097,7cm
103098,"29cm, 9cm, 8cm, 3cm, 13cm, 24cm"
103099,"4.72in, 12cm"
103100,"4.72in, 12cm"
103101,"2.6in, 8.5in, 2.4in"
103102,
103103,
103104,
103105,
103106,"16.1in, 41cm, 1.96in, 25.5in, 65cm, 19.6in, 50cm"
103107,"16.1in, 41cm, 1.96in, 25.5in, 65cm, 19.6in, 50cm"
103108,20.9in
103109,20.9in
103110,"8.46in, 14.5cm, 2.16in"
103111,"3.9in, 22cm, 8.7in, 7.5cm, 3in"
103112,"3.9in, 22cm, 8.7in, 7.5cm, 3in"
103113,"3.9in, 22cm, 8.7in, 7.5cm, 3in"
103114,111 mm
103115,111 mm
103116,6g
103117,
103118,
103119,"5.1 inch, 3 inch, 7.3 inch"
103120,"10 cm, 15 cm, 20 cm"
103121,"10 cm, 15 cm, 20 cm"
103122,6.3 inch
103123,6.3 inch
103124,
103125,"23cm, 17cm, 30cm"
103126,"5.9 inch, 10.4 inch"
103127,"5.9 inch, 10.4 inch"
103128,
103129,
103130,"3.5 in, 3.1 in, 8 cm, 8.2 in, 21 cm"
103131,
103132,30 cm
103133,30 cm
103134,
103135,9.8cm
103136,9.8cm
103137,"5cm, 5cm"
103138,"300mm, 150mm"
103139,"300mm, 150mm"
103140,
103141,
103142,
103143,
103144,
103145,"9cm, 3.5in, 6.6cm, 2.6in"
103146,"6.69inch, 2.95inch"
103147,"6.69inch, 2.95inch"
103148,"4 inch, 2.5 inch"
103149,"4 inch, 2.5 inch"
103150,"5.5 cm, 8.1 cm"
103151,"5.5 cm, 8.1 cm"
103152,
103153,
103154,
103155,64mm
103156,64mm
103157,64mm
103158,"12in, 30cm, 16in, 40.6cm, 38cm"
103159,"3 in, 3.5 in, 6 in, 2.5in"
103160,"8.7in, 22cm, 7in, 17cm"
103161,"8.7in, 22cm, 7in, 17cm"
103162,"4.2in, 6cm, 16.2cm"
103163,
103164,
103165,55mm
103166,55mm
103167,"5cm, 1 cm"
103168,
103169,
103170,2.2 pound
103171,"150cm, 59inch"
103172,"150cm, 59inch"
103173,"6 cm, 2.4 in, 6 cm, 2.4 inch"
103174,"8 inch, 2 inch"
103175,"8 inch, 2 inch"
103176,
103177,
103178,
103179,
103180,38cm
103181,38cm
103182,
103183,
103184,
103185,"3cm, 1.2inch, 44cm, 17.3inch, 4inch"
103186,"5 cm, 15 cm"
103187,"5 cm, 15 cm"
103188,"13cm, 7cm, 6cm, 7cm"
103189,35v
103190,"10 inch, 25.4 cm"
103191,"7cm, 6.5cm"
103192,"7cm, 6.5cm"
103193,17cm
103194,
103195,
103196,
103197,
103198,
103199,
103200,2.48in
103201,2.48in
103202,
103203,
103204,"12in, 40cm, 6in, 24in, 28in"
103205,"1.26inch, 7inch"
103206,"1.26inch, 7inch"
103207,
103208,
103209,
103210,
103211,
103212,"29.5cm, 29.5cm, 2.5cm"
103213,"29.5cm, 29.5cm, 2.5cm"
103214,"1.4 inch, 1.6 inch, 1.6 inch, 3 inch"
103215,"1.4 inch, 1.6 inch, 1.6 inch, 3 inch"
103216,18cm
103217,18cm
103218,"4.5 cm, 3.0 cm"
103219,
103220,"43 cm, 30 cm, 20 cm"
103221,20cm
103222,"24cm, 13.5cm, 17cm"
103223,"24cm, 13.5cm, 17cm"
103224,54inch
103225,54inch
103226,"17cm, 54inch, 27cm, 10.52inch"
103227,156 cm
103228,156 cm
103229,156 cm
103230,"9cm, 3.54inch"
103231,"20cm, 7.87inch"
103232,"20cm, 7.87inch"
103233,"55cm, 21.6in, 5in, 37cm, 20cm, 8in"
103234,2.6m
103235,2.6m
103236,2.6m
103237,
103238,
103239,"1.4in, 3.5cm, 90cm"
103240,"22.0 cm, 8.7 in, 9.0 cm, 3.5 in, 9.0 cm, 3.5 in"
103241,16 inch
103242,16 inch
103243,100 g
103244,"4.5in, 3.9in, 4cm, 5in"
103245,28cm
103246,28cm
103247,
103248,22.5cm
103249,22lbs
103250,"60.96cm, 12.07cm"
103251,"60.96cm, 12.07cm"
103252,
103253,"2cm, 19cm, 17cm, 12cm"
103254,"11.8cm, 4.64in, 2.8cm, 11.8cm, 4.64in"
103255,"11.8cm, 4.64in, 2.8cm, 11.8cm, 4.64in"
103256,
103257,
103258,"8.8 in, 22.5 cm"
103259,"8.8 in, 22.5 cm"
103260,"5 ft, 5.5 ft, 5.5 ft, 5.8 ft"
103261,"5 ft, 5.5 ft, 5.5 ft, 5.8 ft"
103262,"5.1 inch, 3 inch, 7.3 inch"
103263,"25cm, 8cm, 11.6cm"
103264,"25cm, 8cm, 11.6cm"
103265,48 inch
103266,48 inch
103267,
103268,
103269,
103270,"15cm, 12cm, 4.72in"
103271,"23cm, 9in, 60cm, 24in, 41cm, 16in, 8in, 45cm, 24in"
103272,
103273,
103274,
103275,10.6inch
103276,10.6inch
103277,"97 cm, 30 cm, 70 cm"
103278,"16cm, 3inch, 8cm, 1inch"
103279,210cm
103280,
103281,
103282,
103283,"8cm, 6cm"
103284,"60cm, 23.6 inch, 55.8cm, 22 inch, 52cm, 60cm, 23.6 inch"
103285,"7.1 inch, 18 cm"
103286,"12.4inch, 9inch"
103287,"12.4inch, 9inch"
103288,535mm
103289,535mm
103290,1.8inch
103291,1.8inch
103292,
103293,
103294,1.5cm
103295,1.5cm
103296,"12 in, 5 in, 9 in"
103297,11.7cm
103298,"90 cm, 45 cm"
103299,"90 cm, 45 cm"
103300,"153cm, 90.6cm, 63.9cm"
103301,
103302,
103303,
103304,
103305,"5.5 in, 3.5 in, 3.5 in"
103306,
103307,
103308,
103309,"50 cm, 50 cm"
103310,"90 cm, 150 cm"
103311,"52cm, 37cm, 20cm"
103312,215mm
103313,"5cm, 135cm, 74cm, 65cm, 41cm, 31cm"
103314,21 cm
103315,21 cm
103316,21 cm
103317,"32cm, 32cm, 158cm, 32cm, 32cm, 30cm"
103318,14mm
103319,14mm
103320,"15.9cm, 8.9cm, 11.4cm"
103321,"15.9cm, 8.9cm, 11.4cm"
103322,"2.95 in, 7.5 cm"
103323,"4.4 inch, 5.5 inch, 37 inch, 11 inch, 3.5 inch"
103324,"4.4 inch, 5.5 inch, 37 inch, 11 inch, 3.5 inch"
103325,
103326,
103327,
103328,
103329,
103330,"5.1 inch, 3 inch, 7.3 inch"
103331,"5.1 inch, 3 inch, 7.3 inch"
103332,"5.1 inch, 3 inch, 7.3 inch"
103333,"30cm, 21cm, 38cm, 14cm, 5.2cm, 0.8cm, 4cm"
103334,
103335,
103336,"3cm, 2cm"
103337,"3cm, 2cm"
