index,prediction
28345,25cm
28346,200 cm
28347,"23.5cm, 9.25in"
28348,"4 cm, 4 cm"
28349,"4 cm, 4 cm"
28350,"3.1in, 8.0 cm, 13.4 in, 35.0 cm"
28351,"33 cm, 48 cm"
28352,"33 cm, 48 cm"
28353,"5.07 in, 12.9 cm"
28354,"5.07 in, 12.9 cm"
28355,"0.1g, 2kg"
28356,
28357,04127mm
28358,"180 cm, 6 cm"
28359,"32in, 36mm, 34in, 4in, 8in, 19mm, 9mm, 44mm, 8in, 16in, 184mm, 16in, 106mm, 25mm, 8in, 72mm"
28360,"8cm, 6cm"
28361,1 pound
28362,"170mm, 32mm"
28363,"18cm, 7.5cm"
28364,"18cm, 7.5cm"
28365,"6.85cm, 2.70in"
28366,"6.85cm, 2.70in"
28367,
28368,
28369,
28370,6cm
28371,"12cm, 4.72in, 2.5cm, 0.98in, 20cm, 7.87in, 18cm, 7.08in"
28372,"3 cm, 2.5 cm, 4.5 cm, 4.5 cm, 4.5 cm, 4 cm, 3.4 cm, 3.5 cm"
28373,"60 cm, 1 cm"
28374,3.5cm
28375,"7.7 in, 19.5 cm"
28376,
28377,
28378,
28379,4.9 mm
28380,33cm
28381,"36cm, 33cm"
28382,"36cm, 33cm"
28383,262m
28384,262m
28385,262m
28386,53 inch
28387,53 inch
28388,53 inch
28389,"0mm, 135mm"
28390,"0mm, 135mm"
28391,
28392,
28393,
28394,"12in, 300mm"
28395,"12in, 300mm"
28396,"12in, 300mm"
28397,
28398,
28399,
28400,
28401,"12v, 48v, 2.8w, 12v"
28402,
28403,8 cm
28404,8 cm
28405,20w
28406,1 lb
28407,"800w, 80w"
28408,"3.82 in, 97 mm, 100mm, 3.88 in, 98 mm, 0.71 in, 18 mm"
28409,"3.82 in, 97 mm, 100mm, 3.88 in, 98 mm, 0.71 in, 18 mm"
28410,21.6v
28411,"2.6in, 5.3in"
28412,"2.6in, 5.3in"
28413,"134cm, 66cm, 26in"
28414,20cm
28415,20cm
28416,"31cm, 50cm"
28417,"31cm, 50cm"
28418,
28419,
28420,
28421,19.5cm
28422,19.5cm
28423,
28424,
28425,2.0w
28426,2.0w
28427,"2m, 2m"
28428,"2m, 2m"
28429,"10 cm, 7 cm"
28430,"10 cm, 7 cm"
28431,"65cm, 25.5 in"
28432,"65cm, 25.5 in"
28433,4oz
28434,"15 cm, 20 cm"
28435,"60 mm, 133 mm"
28436,"60 mm, 133 mm"
28437,"1.8cm, 6cm, 19cm, 8cm"
28438,
28439,7 inch
28440,"5.4cm, 11.1cm, 4.4in"
28441,"30cm, 11.8in"
28442,"30cm, 11.8in"
28443,"21cm, 61cm"
28444,"21cm, 61cm"
28445,
28446,"12cm, 4.7in, 1.9in, 22cm, 8.6 inch"
28447,"2.75 in, 7.00 cm"
28448,"2.75 in, 7.00 cm"
28449,"7.8 in, 20 cm"
28450,"12cm, 14cm, 26cm"
28451,"132cm, 65cm"
28452,3.3in
28453,3.3in
28454,3.3in
28455,"6.6cm, 12.5cm"
28456,"6.6cm, 12.5cm"
28457,"6.6cm, 12.5cm"
28458,10kg
28459,050 mm
28460,050 mm
28461,"7cm, 2.75in, 12cm, 4.72in, 9.3cm, 3.66in, 57in"
28462,32cm
28463,32cm
28464,"270cm, 82cm"
28465,"1.6in, 0.8in"
28466,
28467,
28468,"6in, 72in, 13in"
28469,"6in, 72in, 13in"
28470,
28471,"3 cm, 4 inch, 10 cm, 3 inch, 7.5 cm, 1.5 inch, 4 cm, 3 inch, 7.5 inch"
28472,26cm
28473,
28474,"8.3in, 21cm"
28475,"8.3in, 21cm"
28476,1.97inch
28477,"100 cm, 32 cm"
28478,
28479,"25cm, 13cm, 37cm"
28480,
28481,"15cm, 6in, 11.8in"
28482,6cm
28483,6cm
28484,"16cm, 6.3in, 30cm, 11.8in, 14cm, 44cm, 17.3in"
28485,"3.74in, 9.5cm, 3.11in, 7.9cm"
28486,"3.74in, 9.5cm, 3.11in, 7.9cm"
28487,"46cm, 25cm, 25cm"
28488,"46cm, 25cm, 25cm"
28489,"13.4in, 34cm"
28490,
28491,"4 in, 6 in"
28492,"120 cm, 5 cm"
28493,"11.6cm, 4.6in, 14cm"
28494,"11.6cm, 4.6in, 14cm"
28495,
28496,
28497,"15.7in, 14.5in"
28498,"15.7in, 14.5in"
28499,
28500,"4.7in, 3in, 19in"
28501,"22cm, 19cm, 15cm"
28502,"22cm, 19cm, 15cm"
28503,"10cm, 16cm, 36cm"
28504,
28505,
28506,
28507,21cm
28508,
28509,
28510,
28511,
28512,
28513,
28514,
28515,
28516,12v
28517,12v
28518,"150cm, 5ft"
28519,"26cm, 43cm, 27cm"
28520,"1.77inch, 1.18inch, 8.46inch, 5.1inch"
28521,"30cm, 20cm, 30cm, 30cm"
28522,"3.54inch, 9cm, 72inch, 12cm"
28523,"3.54inch, 9cm, 72inch, 12cm"
28524,"125.5mm, 63 mm"
28525,
28526,5 mm
28527,5 mm
28528,5 mm
28529,
28530,"24 cm, 7.5 cm"
28531,30cm
28532,"30cm, 11.81in"
28533,"30cm, 11.81in"
28534,"7.5 in, 16mm, 5.2 in"
28535,"7.5 in, 16mm, 5.2 in"
28536,16.5cm
28537,
28538,
28539,36v
28540,36v
28541,"2.95 in, 7.5 cm, 3.54 in, 9 cm"
28542,"2.95 in, 7.5 cm, 3.54 in, 9 cm"
28543,40 cm
28544,40 cm
28545,40 cm
28546,21 cm
28547,21 cm
28548,12v
28549,12v
28550,"205 cm, 260 cm"
28551,"2.3kg, 6.8kg, 9.1kg"
28552,"5ft, 3ft"
28553,
28554,
28555,
28556,"82cm, 158cm, 43cm"
28557,"100cm, 100cm"
28558,"100cm, 100cm"
28559,"85 mm, 65 mm, 118 mm, 226 mm"
28560,
28561,"62 cm, 47 cm"
28562,"5.1 in, 13.0 cm, 12.0 in, 30.5 cm"
28563,"5.1 in, 13.0 cm, 12.0 in, 30.5 cm"
28564,"6.5ft, 10 ft"
28565,"6.5ft, 10 ft"
28566,"6.5ft, 10 ft"
28567,
28568,
28569,
28570,
28571,8lbs
28572,"7cm, 7cm"
28573,
28574,
28575,
28576,"7.7in, 19.6cm, 11.8in, 7.7in, 19.6cm"
28577,"48mm, 79mm, 104mm"
28578,"1.30 inch, 059 inch"
28579,"4mm, 306mm"
28580,"19.3 inch, 15.4 inch, 389.9 mm, 9.9 inch, 21.3 inch, 540 mm, 252 mm"
28581,"9in, 213cm, 132cm, 52in"
28582,76cm
28583,76cm
28584,76cm
28585,"4cm, 1.6in"
28586,"4 cm, 2 in, 28 cm, 14 in, 18cm, 4 cm"
28587,"11.22in, 54in"
28588,"11.22in, 54in"
28589,
28590,"32 in, 118 in"
28591,"32 in, 118 in"
28592,"32 in, 118 in"
28593,
28594,
28595,
28596,
28597,"2in, 33 in, 8cm, 3.8in, 15.7in, 52cm, 60cm, 23.6in"
28598,38.5mm
28599,38.5mm
28600,"34cm, 14cm, 18cm"
28601,4 cm
28602,4 cm
28603,4 cm
28604,"13.5cm, 5.31in, 5.5cm, 2.16in"
28605,"13.5cm, 5.31in, 5.5cm, 2.16in"
28606,"5 lbs, 2.3 kg"
28607,"9.8cm, 7.5cm"
28608,"8.3inch, 21cm, 9.8 inch, 25cm"
28609,"8.3inch, 21cm, 9.8 inch, 25cm"
28610,21 inch
28611,21 inch
28612,"17cm, 3cm, 1in"
28613,
28614,
28615,20 cm
28616,20 cm
28617,20 cm
28618,"3m, 120mm"
28619,"3m, 120mm"
28620,"31.5in, 0.3cm, 0.1in"
28621,"31.5in, 0.3cm, 0.1in"
28622,"31.5in, 0.3cm, 0.1in"
28623,
28624,"59mm, 23mm"
28625,
28626,
28627,"8gb, 512gb"
28628,"8gb, 512gb"
28629,"330mm, 30m, 120mm"
28630,"3m, 3m"
28631,"3m, 3m"
28632,"75cm, 29.52in"
28633,
28634,24.6 cm
28635,"1.60in, 40.76mm, 01in, 22mm, 71in, 18mm, 2.13in, 54.16mm"
28636,"13in, 4in, 25.9in"
28637,
28638,
28639,
28640,"17.5 in, 34 in, 17.5 in"
28641,"17.5 in, 34 in, 17.5 in"
28642,"17.5 in, 34 in, 17.5 in"
28643,
28644,
28645,
28646,
28647,
28648,"3.7 in, 9.5 cm, 5.7 in, 14.5 cm"
28649,"3.7 in, 9.5 cm, 5.7 in, 14.5 cm"
28650,"7.8cm, 3.07inch"
28651,"83mm, 123mm, 45mm, 70mm"
28652,"100 mm, 3.93 inch"
28653,"4.7cm, 7cm"
28654,"4.7cm, 7cm"
28655,"4.7cm, 7cm"
28656,"9 in, 37in, 73 in"
28657,"9 in, 37in, 73 in"
28658,"4cm, 45cm, 36cm"
28659,
28660,"3.75 in, 12in, 12in"
28661,"3.75 in, 12in, 12in"
28662,"14.54in, 37.0cm"
28663,"9cm, 16cm"
28664,"9cm, 16cm"
28665,"4.5cm, 9cm"
28666,"13cm, 5.2inch"
28667,"13cm, 5.2inch"
28668,"33 lbs, 33 lbs"
28669,
28670,"10cm, 3.9in, 40cm, 15.7in, 3.9in"
28671,"10cm, 3.9in, 40cm, 15.7in, 3.9in"
28672,"10cm, 3.9in, 40cm, 15.7in, 3.9in"
28673,"5.9 in, 15 cm"
28674,"5.9 in, 15 cm"
28675,"5.9 in, 15 cm"
28676,"61.00cm, 23.97in"
28677,"1.4cm, 8cm"
28678,
28679,"4.3cm, 20cm"
28680,"4.3cm, 20cm"
28681,"88cm, 34.6in"
28682,"88cm, 34.6in"
28683,"46cm, 16cm, 12cm"
28684,"5in, 38cm"
28685,"5in, 38cm"
28686,29cm
28687,29cm
28688,"17 cm, 174 cm, 45 cm"
28689,
28690,
28691,
28692,160w
28693,160w
28694,300g
28695,"15.5cm, 3.9cm"
28696,
28697,"9.6cm, 1.3cm, 6.6cm"
28698, cl
28699,
28700,
28701,
28702,
28703,"11.0 cm, 6.3 in, 16.0 cm"
28704,"11.0 cm, 6.3 in, 16.0 cm"
28705,"25cm, 25cm, 20cm"
28706,"23 cm, 4 cm, 10 cm"
28707,"32cm, 106cm, 2cm"
28708,"28 cm, 38 cm"
28709,"6 inch, 4 inch"
28710,"6 inch, 4 inch"
28711,12 cm
28712,12 cm
28713,"63cm, 165cm"
28714,"20mm, 62mm"
28715,
28716,"180mm, 800m"
28717,"49mm, 277mm"
28718,"49mm, 277mm"
28719,8inch
28720,8inch
28721,"4.32in, 11.00cm, 6.88in, 17.50cm"
28722,
28723,
28724,"13.38in, 34cm, 71cm, 27.95in, 32cm, 12.59in, 32cm, 59in"
28725,50cm
28726,50cm
28727,50cm
28728,"12gb, 256gb"
28729,"12gb, 256gb"
28730,
28731,"19cm, 15.2cm, 21.6cm"
28732,"3.14 in, 8 cm, 1.96 in, 5 cm"
28733,"3.14 in, 8 cm, 1.96 in, 5 cm"
28734,5.5 inch
28735,5.5 inch
28736,
28737,82 mm
28738,82 mm
28739,82 mm
28740,"33cm, 22cm"
28741,"33cm, 22cm"
28742,"50kg, 2lbs"
28743,
28744,
28745,"3.2 in, 8.2 cm, 3.5 in, 2.0 in, 3.7 in, 11.2 in"
28746,"30cm, 75cm, 40cm"
28747,"13.5cm, 23.5cm"
28748,"13.5cm, 23.5cm"
28749,"22cm, 21.6cm, 20.5cm, 16cm, 17.5cm, 17.5cm, 18cm, 18cm"
28750,"22cm, 21.6cm, 20.5cm, 16cm, 17.5cm, 17.5cm, 18cm, 18cm"
28751,
28752,
28753,
28754,
28755,9.5 inch
28756,9.5 inch
28757,9.5 inch
28758,
28759,
28760,
28761,350lbs
28762,78cm
28763,
28764,
28765,
28766,"4 in, 24.0 cm, 4 in, 29.0 cm, 16.5 in, 42.0 cm"
28767,"4in, 2in, 3.54in"
28768,
28769,
28770,
28771,"160 cm, 40 cm"
28772,
28773,
28774,"3ft, 5ft"
28775,"70 mm, 70 mm, 195 mm, 140 mm, 45 mm"
28776,
28777,
28778,
28779,
28780,"1.1 oz, 31g"
28781,
28782,"58cm, 8cm, 42in, 108cm"
28783,"58cm, 8cm, 42in, 108cm"
28784,
28785,
28786,"14 cm, 25 cm, 7.5 cm"
28787,
28788,12cm
28789,50 inch
28790,50 inch
28791,
28792,260mm
28793,"28cm, 32cm"
28794,"75cm, 3in"
28795,
28796,
28797,
28798,
28799,
28800,"12.2inch, 31cm"
28801,"12.2inch, 31cm"
28802,"12.2inch, 31cm"
28803,60 cm
28804,60 cm
28805,60 cm
28806,
28807,"7 cm, 10cm"
28808,"7 cm, 10cm"
28809,"18 cm, 71 in, 4.3 cm, 1.7 in"
28810,"18 cm, 71 in, 4.3 cm, 1.7 in"
28811,
28812,
28813,"0.98 inch, 25mm, 1.77 inch, 45mm, 190mm, 128mm"
28814,510g
28815,
28816,"3in, 6in"
28817,"3in, 6in"
28818,
28819,
28820,
28821,"2.16inch, 21.3cm, 8.38inch"
28822,"2.16inch, 21.3cm, 8.38inch"
28823,
28824,
28825,
28826,300mm
28827,300mm
28828,"7.87in, 20cm, 11.02in, 28cm"
28829,"7.87in, 20cm, 11.02in, 28cm"
28830,33 lbs
28831,"9 cm, 3.54in, 4 cm, 1.54 in"
28832,"9 cm, 3.54in, 4 cm, 1.54 in"
28833,"18cm, 7.09in, 1.97in, 14cm"
28834,
28835,"3in, 2in"
28836,"3in, 2in"
28837,"3in, 2in"
28838,124cm
28839,124cm
28840,
28841,"15.75 in, 5.5 in, 15.75 in, 3 in, 15.75 in"
28842,
28843,
28844,6.2in
28845,2000w
28846,
28847,2000w
28848,
28849,
28850,
28851,"6.3 inch, 3.9 inch"
28852,
28853,"21cm, 29.5cm, 8cm"
28854,"2cm, 0.78in, 1in, 3cm, 2.8cm, 0.82in, 98in, 5in"
28855,
28856,
28857,
28858,"7cm, 4cm, 14cm"
28859,40 lb
28860,
28861,
28862,"17cm, 65cm"
28863,"17cm, 65cm"
28864,13cm
28865,13cm
28866,13cm
28867,5.3 inch
28868,5.3 inch
28869,5.3 inch
28870,"133cm, 46cm"
28871,7cm
28872,7cm
28873,7cm
28874,
28875,
28876,
28877,
28878,"10cm, 3.93in, 15.5cm"
28879,"10cm, 3.93in, 15.5cm"
28880,"245 cm, 140 cm"
28881,"245 cm, 140 cm"
28882,"1.2cm, 15cm"
28883,"8.5inch, 2.7inch"
28884,"8.5inch, 2.7inch"
28885,6.5cm
28886,6.5cm
28887,6.5cm
28888,
28889,"65cm, 7cm"
28890,"65cm, 7cm"
28891,
28892,"14cm, 7.6cm, 2cm"
28893,"3.6in, 3.6in, 3.6in, 3.6in"
28894,"15cm, 5.9in, 16cm, 6.3in, 6cm, 2.4in"
28895,"15cm, 5.9in, 16cm, 6.3in, 6cm, 2.4in"
28896,"10 cm, 45 cm"
28897,"10 cm, 45 cm"
28898,80kg
28899,
28900,"13.11cm, 37.49cm, 18.01cm"
28901,"200cm, 62cm, 62cm"
28902,100 cm
28903,
28904,65kg
28905,"5.7cm, 2.24in, 22mm, 87in, 5.5cm, 17in"
28906,"11 cm, 5 cm"
28907,
28908,"15mm, 0.6in, 86mm, 3.4in, 25mm, 86mm, 13.4in"
28909,"100 cm, 36 cm, 5 cm"
28910,"3.5in, 11.4in"
28911,"3.5in, 11.4in"
28912,
28913,
28914,
28915,2.48inch
28916,12v
28917,
28918,20g
28919,
28920,
28921,
28922,"365mm, 390mm"
28923,"2.4 in, 6 cm, 2.4 in, 6 cm"
28924,"2.4 in, 6 cm, 2.4 in, 6 cm"
28925,"2.4 in, 6 cm, 2.4 in, 6 cm"
28926,"5cm, 13in"
28927,"25.5 cm, 16.2 cm, 18 cm"
28928,
28929,"15.5 in, 39.37 cm, 27 in, 10.7 in, 68.58 cm, 27.18 cm"
28930,"234mm, 192mm, 125mm"
28931,"110 cm, 60 cm, 33cm, 8 cm"
28932,"89mm, 102mm"
28933,520mm
28934,
28935,"127g, 15g, 10g, 0g, 1g, 10g, 320mg"
28936,"5.1 in, 1.5 in, 5.1 in"
28937,"8cm, 38cm, 8cm, 38cm"
28938,"8 inch, 0.98 inch"
28939,"8 inch, 0.98 inch"
28940,"17mm, 39mm"
28941,"17mm, 39mm"
28942,"17mm, 39mm"
28943,
28944,8cm
28945,"5 feet, 5 feet"
28946,"3.5in, 0.47in"
28947,
28948,"112cm, 57cm, 33cm, 33cm, 106cm, 33cm, 11cm, 87cm, 17cm, 48cm"
28949,"6.5cm, 2.56in"
28950,"7cm, 2.75in"
28951,"7cm, 2.75in"
28952,"7cm, 2.75in"
28953,"6.30 inch, 16 cm, 5.16 inch, 1 cm, 5.16 inch, 1 cm"
28954,"160cm, 63.0in, 43cm, 16.9in"
28955,"160cm, 63.0in, 43cm, 16.9in"
28956,"44cm, 17.32 inch, 112cm, 44.09inch"
28957,"44cm, 17.32 inch, 112cm, 44.09inch"
28958,"176cm, 83cm"
28959,"5.5 cm, 2.1 inch"
28960,"5.5 cm, 2.1 inch"
28961,"1cm, 4in, 4cm, 8in, 16in, 40.64cm"
28962,"190mm, 50mm"
28963,"190mm, 50mm"
28964,
28965,"7.28 in, 18.5 cm, 3.97 in, 10.1 cm"
28966,
28967,3cm
28968,3cm
28969,3cm
28970,
28971,"8 cm, 5 cm, 5 cm, 2 cm"
28972,"36cm, 14.1in, 20.5cm, 8in, 18cm, 15cm, 5.9in, 20.5cm, 23.6in, 8in, 18cm, 7.1in, 15cm, 5.9in"
28973,"25cm, 9.9inch"
28974,"68mm, 2.67inch, 43mm, 1.69inch, 13.5mm, 53inch, 155mm, 68mm, 12.67inch"
28975,
28976,
28977,"12cm, 200cm, 78.7in"
28978,"12cm, 200cm, 78.7in"
28979,1650 pound
28980,"55mm, 2.2in"
28981,"55mm, 2.2in"
28982,"55mm, 2.2in"
28983,"32 inch, 24 inch, 28 inch, 70 inch"
28984,"183 cm, 57 cm, 28 cm, 30 cm, 61 cm"
28985,"25cm, 9.8in"
28986,"25cm, 9.8in"
28987,"5.8cm, 24cm"
28988,"11.6 inch, 3mm, 23.3 inch, 5.7 inch"
28989,110v
28990,110v
28991,"2.95 in, 2.24 in, 0.51 in, 1.77in, 0.24 in, 0.35 in"
28992,4.5 inch
28993,4.5 inch
28994,"3cm, 3cm, 6cm, 6cm"
28995,"3.78in, 1.18in, 77in"
28996,
28997,
28998,
28999,
29000,
29001,
29002,"40cm, 60cm"
29003,32cm
29004,32cm
29005,"44mm, 1.73inch, 33mm, 1.3inch"
29006,"44mm, 1.73inch, 33mm, 1.3inch"
29007,"2.55in, 6cm, 2.36in"
29008,"2.55in, 6cm, 2.36in"
29009,"27cm, 33cm, 90cm, 38cm, 38cm"
29010,60 lb
29011,
29012,
29013,"122cm, 48in, 39cm"
29014,"122cm, 48in, 39cm"
29015,"65mm, 55in"
29016,"65mm, 55in"
29017,"65mm, 55in"
29018,
29019,"7.5in, 8in, 4in, 9in"
29020,
29021,
29022,
29023,
29024,
29025,"4.45 cm, 48.3 cm, 1.3 cm"
29026,
29027,"1.97in, 3.74in"
29028,"250 lbs, 70.5 lbs"
29029,"200mm, 7.9in"
29030,"200mm, 7.9in"
29031,"14.7cm, 16cm, 31.8cm"
29032,"28cm, 11.02inch"
29033,"28cm, 11.02inch"
29034,
29035,75cm
29036,8 in
29037,"220mm, 130mm"
29038,"85 cm, 8 in"
29039,"85 cm, 8 in"
29040,"25 cm, 32 cm, 8 cm"
29041,1700w
29042,1700w
29043,"7 cm, 4 cm"
29044,"7 cm, 4 cm"
29045,33cm
29046,33cm
29047,
29048,
29049,"3in, 55cm, 21.7in, 5cm"
29050,"20.07 inch, 7.87 inch, 13 inch"
29051,"3hp, 2200w"
29052,"3hp, 2200w"
29053,
29054,
29055,
29056,"45.6in, 32.6in, 12in"
29057,"4 cm, 3 cm, 8 cm, 108 cm, 7 cm, 8 cm, 33 cm, 33 cm, 35 cm"
29058,3ft
29059,3ft
29060,3ft
29061,
29062,
29063,223mm
29064,"13cm, 13cm"
29065,
29066,"17.5 cm, 31.5 cm, 35 cm, 17.3 cm"
29067,"17.5 cm, 31.5 cm, 35 cm, 17.3 cm"
29068,"150 cm, 110 cm, 70 cm, 13 cm, 75 cm, 80 cm"
29069,"65 mm, 278 mm"
29070,"65 mm, 278 mm"
29071,"146 mm, 87 mm"
29072,"146 mm, 87 mm"
29073,"3.93inch, 18cm"
29074,"3.93inch, 18cm"
29075,18 mm
29076,18 mm
29077,18 mm
29078,"0g, 66 g"
29079,"24cm, 38cm, 72cm, 48cm, 49.5cm, 39cm"
29080,
29081,
29082,
29083,"2.5 in, 6.4cm, 2.2in, 2.2 in"
29084,"2.5 in, 6.4cm, 2.2in, 2.2 in"
29085,8cm
29086,
29087,
29088,"4.43 in, 11.2 cm, 9.84 in, 25.0 cm, 0.31 in, 0.8 cm"
29089,"4.43 in, 11.2 cm, 9.84 in, 25.0 cm, 0.31 in, 0.8 cm"
29090,"4.43 in, 11.2 cm, 9.84 in, 25.0 cm, 0.31 in, 0.8 cm"
29091,
29092,"35cm, 26cm, 30cm"
29093,19cm
29094,5 cm
29095,"8.5cm, 3.3inch, 3.8inch, 1 inch"
29096,"13cm, 5.12in"
29097,"13cm, 5.12in"
29098,"3.4 inch, 8.3 cm, 3.3 inch, 8.3 cm"
29099,"10 in, 10 in, 7 in"
29100,"10 in, 10 in, 7 in"
29101,
29102,
29103,"13.5cm, 19cm"
29104,
29105,
29106,230mm
29107,230mm
29108,84g
29109,
29110,"14cm, 70cm, 27.56in"
29111,"14cm, 70cm, 27.56in"
29112,"76.9cm, 59.8cm"
29113,"0.9cm, 5.2cm, 6.8cm, 4.6cm"
29114,
29115,
29116,
29117,"8cm, 8cm"
29118,"8cm, 8cm"
29119,8cm
29120,8cm
29121,8cm
29122,"51 inch, 2.1 inch, 4.7 inch"
29123,"36inch, 51inch, 32mm, 25inch, 42mm, 65inch"
29124,"7.2cm, 8cm, 4.5cm"
29125,"57mm, 58mm"
29126,"18cm, 14cm"
29127,"18cm, 14cm"
29128,"18cm, 14cm"
29129,"7.87in, 200mm, 3.54in, 180mm, 7.08in"
29130,"7.87in, 200mm, 3.54in, 180mm, 7.08in"
29131,
29132,
29133,"1.96in, 2.5cm, 98in"
29134,"9in, 3in"
29135,"9in, 3in"
29136,"420mm, 16.5in"
29137,"420mm, 16.5in"
29138,"41cm, 58cm, 36cm"
29139,
29140,
29141,
29142,"011.3cm, 4.4cm"
29143,"011.3cm, 4.4cm"
29144,"011.3cm, 4.4cm"
29145,"30mm, 1.2in, 22mm, 0.87in"
29146,"30mm, 1.2in, 22mm, 0.87in"
29147,
29148,"9.64 in, 10.87 in, 10.87 in"
29149,"7.25 in, 5.25 in"
29150,"7.25 in, 5.25 in"
29151,
29152,
29153,
29154,"25mm, 0.98in, 19mm, 0.74in"
29155,"25mm, 0.98in, 19mm, 0.74in"
29156,"210cm, 200cm"
29157,"97 cm, 70 cm, 100 cm"
29158,
29159,
29160,
29161,144mm
29162,144mm
29163,"30cm, 25cm"
29164,"30cm, 25cm"
29165,
29166,8.6cm
29167,8.6cm
29168,"27cm, 26cm"
29169,
29170,
29171,"26g, 115oz, 26g"
29172,"3.1 in, 8.0 cm, 3.1 in, 8.0 cm"
29173,"8 inch, 8 inch"
29174,
29175,
29176,"13.76in, 35 cm, 7.07 in, 18 cm"
29177,"13.76in, 35 cm, 7.07 in, 18 cm"
29178,
29179,280mm
29180,280mm
29181,280mm
29182,"27mm, 4.33inch, 6.69inch, 17cm, 40mm, 1.57inch, 7.87inch, 20cm"
29183,
29184,
29185,
29186,
29187,
29188,
29189,
29190,28mm
29191,28mm
29192,
29193,"19inch, 40cm, 15.74inch"
29194,"19inch, 40cm, 15.74inch"
29195,
29196,
29197,
29198,
29199,"12in, 30cm"
29200,585mm
29201,"10 inch, 8 inch"
29202,"10 inch, 8 inch"
29203,"10 inch, 8 inch"
29204,5 cm
29205,5 cm
29206,"75mm, 75mm"
29207,"66mm, 2.6in, 1mm, 2.4in, 50cm, 19.7in, 9in, 8in, 22mm, 9in, 30mm, 1.2in"
29208,"8 inch, 5.9 inch"
29209,81mm
29210,81mm
29211,81mm
29212,15cm
29213,21mm
29214,"150kg, 12.1kg, 135kg, 14.1kg, 22.2kg"
29215,"1.0 inch, 3.3 inch, 1.58inch, 0.4inch, 1.3 inch"
29216,4cm
29217,4cm
29218,
29219,3.9 in
29220,3.9 in
29221,
29222,"4cm, 61cm"
29223,
29224,
29225,
29226,"2.75 in, 7 cm, 8.26 in, 21 cm"
29227,"2.75 in, 7 cm, 8.26 in, 21 cm"
29228,"30cm, 11.8in, 19cm, 7.48in, 2.95in"
29229,"8 inch, 5.5 inch, 9.3 inch"
29230,"30cm, 11.8in"
29231,"30cm, 11.8in"
29232,"11.81in, 7.48in, 5.51in, 5.70in"
29233,"48 cm, 245 cm, 59 cm"
29234,"48 cm, 245 cm, 59 cm"
29235,"22.5 cm, 9 cm"
29236,
29237,2 inch
29238,60 cm
29239,60 cm
29240,
29241,
29242,
29243,"92cm, 122cm"
29244,
29245,
29246,"45 cm, 83 cm, 41 cm, 191 cm, 95 cm"
29247,"65cm, 167cm, 22cm, 300cm, 300cm, 3m"
29248,"018 cm, 013 cm"
29249,
29250,
29251,"28cm, 25cm, 22cm, 28cm, 25cm, 22cm"
29252,"7.8cm, 3in, 7cm, 2.7in"
29253,
29254,
29255,
29256,"88mm, 45mm"
29257,"88mm, 45mm"
29258,"88mm, 45mm"
29259,"16mm, 58mm, 27mm"
29260,"16mm, 58mm, 27mm"
29261,
29262,
29263,
29264,
29265,"8.66inch, 16.93inch, 430mm, 8.27inch, 2.16inch, 55mm"
29266,
29267,
29268,"7.67in, 8.5cm"
29269,"7.67in, 8.5cm"
29270,3 cm
29271,"4.7 in, 12.0 cm, 1.0 in, 2.5 cm"
29272,"4.7 in, 12.0 cm, 1.0 in, 2.5 cm"
29273,"3.6cm, 1.4in"
29274,"3.6cm, 1.4in"
29275,"460cm, 240cm"
29276,"6 cm, 6 cm, 5cm"
29277,"17.5cm, 20.5cm"
29278,"10cm, 4.4cm"
29279,19.1g
29280,"8 in, 5.3 in"
29281,"8 in, 5.3 in"
29282,
29283,
29284,
29285,"81 cm, 1.19 m"
29286,50 lb
29287,"2.2in, 0.6in, 3.6in"
29288,"60cm, 24in, 45cm, 18in"
29289,
29290,
29291,
29292,
29293,
29294,95mm
29295,220 lbs
29296,"30 cm, 36 cm"
29297,78 cm
29298,13cm
29299,"3.1 inch, 8.0 cm"
29300,
29301,
29302,"18cm, 13cm"
29303,"18cm, 13cm"
29304,
29305,
29306,"68mm, 220mm"
29307,"8 inch, 5.3 inch"
29308,"8 inch, 5.3 inch"
29309,
29310,
29311,
29312,
29313,"79 mm, 230 mm, 90 mm"
29314,7.5 cm
29315,6g
29316,"24.6 cm, 20 cm, 8.5 cm, 9 cm"
29317,"24.6 cm, 20 cm, 8.5 cm, 9 cm"
29318,5.2cm
29319,5.2cm
29320,"120cm, 106cm"
29321,"42cm, 14cm"
29322,"42cm, 14cm"
29323,"25.4cm, 20.32cm, 15.24cm"
29324,130 cm
29325,
29326,"14.5cm, 30cm"
29327,"14.5cm, 30cm"
29328,
29329,
29330,"70mm, 39mm"
29331,"70mm, 39mm"
29332,"1.5kg, 1.5kg"
29333,"1.5kg, 1.5kg"
29334,"10 cm, 25 cm"
29335,"10 cm, 25 cm"
29336,
29337,
29338,
29339,22cm
29340,22cm
29341,22cm
29342,200 cm
29343,
29344,
29345,
29346,"28 cm, 52 cm"
29347,31 cm
29348,31 cm
29349,"5 cm, 5 cm"
29350,
29351,20v
29352,"6 cm, 7 cm"
29353,
29354,
29355,"24inch, 24inch"
29356,"24inch, 24inch"
29357,"110 cm, 9 cm, 81cm"
29358,"110 cm, 9 cm, 81cm"
29359,4.1cm
29360,3.14 inch
29361,3.14 inch
29362,"27 mm, 19 mm, 27 mm"
29363,5.8inch
29364,32cm
29365,32cm
29366,32cm
